Location,Signal Strength (dBm),Download Speed (Mbps),Upload Speed (Mbps),Latency (ms),Jitter (ms),Network Type,Device Model,Carrier,Band,Battery Level (%),Temperature (°C),Connected Duration (min),Handover Count,Data Usage (MB),Video Streaming Quality,VoNR Enabled,Network Congestion Level,Ping to Google (ms),Dropped Connection
Delhi,-81,251.63,23.27,5.9,0.38,5G NSA,iPhone 14,Vi,n78,76,32.9,26,3,151.66,4,FALSE,Low,45.5,FALSE
Kolkata,-93.2,967.66,31.86,18.7,0.38,4G,iPhone 14,Airtel,n258,67,24.6,15,3,325.97,3,FALSE,Low,91.9,FALSE
San Francisco,-60.7,155.93,44.13,17.5,2.6,5G NSA,Pixel 7,T-Mobile,n41,33,32.4,57,1,428.67,1,FALSE,High,16.2,TRUE
New York,-71.1,994.9,21.43,3.7,1.6,5G SA,Galaxy S23,Verizon,n41,36,33.4,13,0,290.01,1,TRUE,High,47.9,TRUE
Kolkata,-65.4,329.32,39.9,19.8,0.38,5G SA,Pixel 7,Jio,n258,51,23.7,21,0,84.1,5,FALSE,Low,25.3,TRUE
Chennai,-79,245.66,35.31,3.2,3.92,5G SA,iPhone 14,Airtel,n78,62,40.4,59,2,155.86,2,FALSE,High,50.7,TRUE
Kolkata,-62.4,,116.56,4.8,2.31,4G,GT 7,BSNL,n78,18,26,35,0,378.42,4,TRUE,Medium,77.3,TRUE
San Francisco,-95.8,,140.39,9.1,0.88,5G NSA,Galaxy S23,AT&T,n78,56,33.8,2,4,22.74,1,FALSE,Medium,73.3,TRUE
San Francisco,-109.3,,87,15.6,0.38,5G NSA,GT 7,T-Mobile,n260,20,43.7,32,4,361.92,5,FALSE,Low,34.1,FALSE
Berlin,-82.7,,131.61,8.9,0.38,4G,Nord 4,T-Mobile,n41,32,29,15,3,79.99,5,FALSE,Low,51.3,FALSE
Berlin,-64.8,,69.13,7,2.25,4G,GT 7,Verizon,n41,35,41.3,35,1,378.06,2,TRUE,High,53.9,FALSE
Chennai,-91.3,,114.05,9.6,0.38,5G SA,Nord 4,Vi,n28,17,33.7,14,0,167.24,4,TRUE,Low,55.3,FALSE
Mumbai,-99.9,,83.05,11.6,1.92,5G NSA,Galaxy S23,Vi,n78,34,26.1,20,0,71.28,1,FALSE,Medium,76.8,FALSE
San Francisco,-104.3,,133.52,9.2,2.11,5G NSA,Pixel 7,AT&T,n41,82,30.2,15,4,400.53,1,FALSE,Medium,86,FALSE
Berlin,-63.8,,46.79,16.7,0.38,5G SA,Nord 4,Verizon,n78,52,42.6,26,2,27.22,2,FALSE,Low,30.1,TRUE
Berlin,-95.2,,146.79,3.6,1.13,5G SA,Galaxy S23,AT&T,n41,40,37.3,33,3,283.22,2,TRUE,Medium,87.3,FALSE
Chennai,-92.1,,135.19,2.1,0.38,5G SA,GT 7,BSNL,n258,54,25.3,3,0,97.78,4,TRUE,Low,73.9,TRUE
Mumbai,-80.6,,50.49,15.1,2.62,5G SA,GT 7,BSNL,n258,67,21.1,1,4,167.29,3,TRUE,High,35.6,FALSE
Mumbai,-97.7,,130.21,19.9,0.38,4G,Pixel 7,Jio,n78,50,35.8,30,4,448.44,1,TRUE,Low,44.2,FALSE
Chennai,-91.5,,96.09,13.9,0.38,5G SA,Pixel 7,Airtel,n258,95,43.1,24,0,301.4,3,TRUE,Low,89.6,TRUE
Kolkata,-63,,139.27,14.4,3.28,5G SA,GT 7,Vi,n28,20,24.4,17,1,280.35,2,FALSE,High,39.4,TRUE
Chennai,-67.4,,123.62,1.3,1.59,4G,Nord 4,Vi,n28,69,33.7,1,3,460.3,2,TRUE,High,86.9,FALSE
Mumbai,-62.4,,50.72,19.4,0.77,4G,GT 7,Vi,n78,59,43.3,42,2,62.25,3,FALSE,Medium,67.3,TRUE
Tokyo,-90.7,,118.25,14,0.39,5G NSA,Galaxy S23,AT&T,n260,49,20.4,50,2,101.71,1,TRUE,Low,58.6,FALSE
New York,-110,947.12,119.36,2.6,3.93,5G SA,iPhone 14,T-Mobile,n78,86,35.1,44,2,84.12,1,TRUE,Medium,42.6,TRUE
Delhi,-64.1,958.06,23.05,10.4,3.85,5G NSA,GT 7,Airtel,n258,71,44,28,1,102.91,2,FALSE,Medium,73.9,TRUE
Chennai,-106.3,478.37,39.17,18.8,2.96,5G SA,iPhone 14,Jio,n258,29,27.6,31,0,91.73,1,FALSE,Medium,59.2,FALSE
Chennai,-65.6,193.85,108.49,3.3,2.88,4G,GT 7,Vi,n258,35,36.9,39,3,122.75,2,FALSE,Medium,28.7,TRUE
Kolkata,-95.4,720.81,134.51,2.1,0.85,4G,Galaxy S23,BSNL,n28,44,36,52,1,17.17,4,TRUE,High,86.1,TRUE
Kolkata,-74.1,775.75,75.03,14.8,0.39,5G SA,Pixel 7,BSNL,n28,93,40.5,21,3,65.73,4,TRUE,Low,60.8,FALSE
Chennai,-88.9,764.95,84.18,16,0.39,5G NSA,GT 7,BSNL,n28,32,30.3,50,3,107.33,1,FALSE,Low,17,FALSE
Berlin,-97.3,924.57,73.62,16.2,0.93,5G NSA,GT 7,T-Mobile,n260,12,37.9,49,3,478.92,2,FALSE,High,69.4,FALSE
Mumbai,-98.7,549.52,75.64,12.1,0.83,5G SA,Pixel 7,Jio,n78,71,34.7,4,3,124.72,5,TRUE,High,42.8,TRUE
Chennai,-100.9,150.58,59.7,17,0.39,5G SA,GT 7,BSNL,n28,57,37,58,4,137.69,2,FALSE,Low,40,TRUE
New York,-78,445.86,77.78,8.7,3.64,5G SA,Galaxy S23,Verizon,n78,17,38.7,12,2,159.49,2,FALSE,High,64.4,TRUE
Delhi,-70,764.08,142.4,4.4,1.06,4G,iPhone 14,Jio,n78,37,25,40,0,269.07,1,TRUE,,16.3,TRUE
Kolkata,-84.2,517.67,123.09,10.7,0.39,5G NSA,Galaxy S23,Jio,n258,85,42.7,19,1,198.59,3,FALSE,Low,60.9,FALSE
Kolkata,-78.4,994.07,107.02,12.8,0.35,5G NSA,Pixel 7,BSNL,n28,89,20.8,30,1,354.64,5,TRUE,Medium,71.2,FALSE
San Francisco,-70.4,708.32,135.29,18.1,0.39,5G NSA,GT 7,Verizon,n78,49,23.6,27,0,118.64,1,TRUE,Low,86.4,FALSE
Berlin,-89,192.82,42.8,3.4,2.22,5G SA,iPhone 14,AT&T,n260,90,30.4,6,4,70.66,3,FALSE,,77.6,FALSE
Tokyo,-108.9,490.86,114.9,18.4,0.39,5G SA,iPhone 14,T-Mobile,n260,19,35.4,21,2,368.64,1,TRUE,Low,94.1,TRUE
Berlin,-92,313.13,127.95,15.8,0.79,5G NSA,Pixel 7,Verizon,n260,67,21.8,53,1,152.52,3,FALSE,Medium,66,TRUE
Mumbai,-73.8,958.75,47.73,3.9,3.82,5G NSA,Nord 4,Jio,n28,61,31.3,54,1,249.03,2,FALSE,,63.7,TRUE
Tokyo,-91,222.69,119.52,14.7,0.39,4G,iPhone 14,AT&T,n78,12,33.9,47,1,365.47,4,FALSE,Low,27.7,TRUE
San Francisco,-61.4,940.79,96.25,4.1,1.34,5G NSA,Galaxy S23,Verizon,n78,77,21.4,3,4,77.61,2,FALSE,,81.6,FALSE
Tokyo,-77.4,446.37,131.53,9.9,0.39,4G,Galaxy S23,Verizon,n260,16,35.2,48,0,300.76,2,FALSE,Low,30.6,FALSE
Delhi,-75.4,869.82,47.52,14,4.78,5G NSA,Galaxy S23,Airtel,n78,94,24.3,54,1,421.14,1,FALSE,High,27.6,TRUE
Chennai,-103.9,369.58,79.42,13.7,0.39,5G NSA,Galaxy S23,BSNL,n28,32,20,30,3,451.49,1,TRUE,Low,73.1,TRUE
San Francisco,-75.4,537.5,145.95,5.9,0.39,4G,iPhone 14,T-Mobile,n260,23,24.2,37,4,465.54,4,TRUE,Low,22.4,FALSE
San Francisco,-96.2,111.18,114.87,7.7,1.44,5G NSA,Pixel 7,Verizon,n260,16,39.2,22,4,134.32,3,FALSE,Medium,48.7,FALSE
Berlin,-91,617.74,103.61,5.6,0.39,5G NSA,iPhone 14,Verizon,n41,82,27.3,40,4,317,3,TRUE,Low,30.4,FALSE
San Francisco,-62.5,232.91,31.17,7.9,3.83,4G,Nord 4,AT&T,n78,29,26.8,15,1,49.05,5,FALSE,High,78.8,TRUE
New York,-102.9,264.33,33.58,12.5,0.39,5G SA,GT 7,AT&T,n41,90,26.8,10,2,119.07,1,TRUE,Low,51.7,FALSE
Kolkata,-89.7,207.5,98.23,13.7,4.14,5G SA,iPhone 14,Jio,n28,35,44.6,54,1,163.64,4,FALSE,High,43.2,TRUE
Delhi,-100.9,918.4,146.16,18.5,4.07,4G,Nord 4,Vi,n258,48,29.4,22,4,362,4,FALSE,High,59.9,FALSE
New York,-88.2,158.9,29.07,12.8,0.39,5G SA,Galaxy S23,AT&T,n78,33,37.2,13,4,104.75,2,TRUE,Low,73.1,FALSE
Kolkata,-108.4,660.42,27.35,2.3,0.4,5G NSA,iPhone 14,Jio,n258,19,22.5,33,2,457.67,2,FALSE,Low,55.8,FALSE
Chennai,-68.8,309.57,50.54,17.4,0.4,4G,Pixel 7,BSNL,n78,79,24.9,6,4,245.79,5,FALSE,Low,78.7,TRUE
Chennai,-71.8,500.16,43.81,12.5,0.4,5G NSA,Nord 4,Vi,n78,95,41.1,23,3,345.31,5,TRUE,Low,34.4,FALSE
Mumbai,-71.2,245.07,91.49,6,1.65,4G,Nord 4,BSNL,n28,43,33.1,21,3,221.05,2,TRUE,High,54.2,TRUE
Delhi,-83.5,354.61,55.16,12.1,0.4,5G NSA,Galaxy S23,BSNL,n78,17,40,38,0,228.79,5,FALSE,Low,68.2,FALSE
Mumbai,-73.5,929.07,35.91,17.6,1.24,5G NSA,iPhone 14,Airtel,n28,20,24.7,16,2,426.29,4,TRUE,High,68.9,FALSE
New York,-89.3,288.05,139.63,8.3,2.76,5G NSA,iPhone 14,Verizon,n78,57,25.2,46,1,108.69,1,FALSE,High,66.2,FALSE
Chennai,-90.1,476.98,34.59,6.1,2.65,4G,iPhone 14,Jio,n258,97,28.9,5,3,95.86,4,TRUE,Medium,100,TRUE
Tokyo,-93.7,340.87,32.44,8,4.54,4G,GT 7,Verizon,n78,77,31.2,47,4,463.76,3,FALSE,High,67.2,FALSE
New York,-103.3,387.15,27.37,17.6,0.4,5G SA,Galaxy S23,AT&T,n78,61,28.8,17,2,97.34,3,TRUE,Low,97.8,FALSE
Tokyo,-61.7,160.58,85.81,1.9,2.12,4G,GT 7,AT&T,n260,43,30.3,26,0,113.57,2,FALSE,Medium,19.3,TRUE
Delhi,-95.9,297.72,50.24,10.1,0.4,4G,Pixel 7,Airtel,n258,12,26.1,25,1,198.99,4,TRUE,Low,71.5,FALSE
Berlin,-63.2,110.72,56.78,11.2,0.85,5G NSA,Nord 4,AT&T,n260,78,37.3,47,2,399.87,3,FALSE,Medium,57.5,FALSE
Berlin,-64.2,852.55,47.11,8,2.92,4G,iPhone 14,AT&T,n260,87,31.5,34,1,289.76,3,TRUE,Medium,22.2,FALSE
Mumbai,-61.6,177.37,107.34,15.2,1.9,5G NSA,Pixel 7,Vi,n28,95,23.1,20,4,239.05,4,TRUE,Medium,54.5,FALSE
Chennai,-91.7,708.99,135.07,17.8,0.4,5G NSA,Galaxy S23,Airtel,n28,62,42.5,34,4,443.42,5,FALSE,Low,34.6,FALSE
Tokyo,-68.7,738.99,128.15,7,2,5G SA,Pixel 7,Verizon,n78,55,24.3,47,2,68.9,1,TRUE,High,78.9,FALSE
Chennai,-84.2,685.3,38.3,11.1,0.4,5G SA,iPhone 14,Jio,n78,93,29.3,24,4,325.62,3,TRUE,Low,65.7,FALSE
Delhi,-82.4,864.34,148.35,16.5,4.29,4G,Galaxy S23,Airtel,n258,63,32.7,59,4,126.86,3,FALSE,Medium,24.9,FALSE
Chennai,-102.3,170.48,114.29,1.2,3.8,5G SA,GT 7,Jio,n28,25,37.6,31,2,379.99,4,TRUE,High,51.9,FALSE
Tokyo,-90.1,908.61,117,13.6,1.46,5G SA,Galaxy S23,AT&T,n78,32,31.1,5,4,478.81,3,TRUE,High,90.5,TRUE
Tokyo,-86.8,798.51,138.43,17.9,3.41,4G,Pixel 7,Verizon,n260,12,33.9,8,1,154.06,3,FALSE,High,35.9,FALSE
Chennai,-84.1,210.69,61.33,1.1,0.4,4G,iPhone 14,Jio,n78,59,33.5,48,3,106.1,4,TRUE,Low,39,FALSE
Chennai,-105.7,527.74,40.14,9.7,3,5G SA,Pixel 7,Airtel,n258,11,41.2,43,3,15.07,5,TRUE,High,34.4,TRUE
Berlin,-88.1,570.64,36.2,19.2,1.49,5G NSA,Galaxy S23,Verizon,n260,24,27.1,48,1,400.06,5,FALSE,Medium,39.1,TRUE
Delhi,-86.5,877.15,122.47,17.5,2.08,5G SA,Pixel 7,Airtel,n28,89,28.4,15,2,363.24,3,FALSE,High,48.8,FALSE
Delhi,-64.5,258.81,78.5,7.1,4.44,5G NSA,Nord 4,Jio,n258,65,27.5,9,1,52.4,3,TRUE,Medium,12.8,TRUE
Tokyo,-95.8,984.34,97.72,13.2,0.41,5G NSA,Pixel 7,AT&T,n78,96,39.8,52,2,494.57,5,TRUE,Low,11.1,TRUE
Mumbai,-103.4,406.18,37.91,4.1,0.66,4G,Nord 4,BSNL,n78,54,28,29,3,319.3,1,FALSE,Medium,27.7,TRUE
New York,-61.6,664.67,86.97,10.5,1.1,5G SA,GT 7,AT&T,n41,38,20.9,15,4,321.44,2,FALSE,Medium,69.6,FALSE
Delhi,-61.2,505.41,69.86,14,1.7,5G NSA,iPhone 14,Jio,n258,39,38.7,46,0,180.33,2,TRUE,Medium,11.8,TRUE
Tokyo,-85.1,532.42,70.47,3.7,0.41,5G NSA,GT 7,T-Mobile,n78,43,44.3,19,1,31.67,1,TRUE,Low,58.8,TRUE
Delhi,-110,252.88,78.3,2.2,0.41,5G SA,Nord 4,Jio,n78,60,35.8,12,2,345.55,3,FALSE,Low,52.6,TRUE
San Francisco,-101.7,729.02,81.76,16.9,2.77,4G,Galaxy S23,Verizon,n41,27,38.3,14,4,37.76,1,FALSE,High,99,TRUE
Chennai,-82.6,194.09,110.8,5.2,0.82,5G SA,GT 7,Vi,n78,19,31.2,36,4,405.24,4,FALSE,Medium,89.8,TRUE
Berlin,-65.7,820.3,116.97,8.5,3.78,4G,GT 7,T-Mobile,n260,46,35.4,27,1,114.34,5,TRUE,High,41.4,TRUE
Chennai,-77.7,489.72,50.39,12.4,4.53,5G SA,Nord 4,BSNL,n78,23,39.9,53,3,110.53,4,TRUE,Medium,13.5,FALSE
Chennai,-61.3,293.87,107.38,18,4.21,5G NSA,iPhone 14,Vi,n28,59,39.7,6,1,95.68,2,TRUE,High,66.7,FALSE
Berlin,-67.9,569.36,74.17,2.1,0.41,4G,Pixel 7,AT&T,n78,30,38,28,2,33.55,5,FALSE,Low,26.5,TRUE
New York,-96.5,492.75,61.36,14.2,0.41,5G NSA,GT 7,T-Mobile,n78,40,28.4,38,0,292.21,5,TRUE,Low,48.3,FALSE
San Francisco,-102.6,514.66,31.3,12,4.44,5G NSA,Galaxy S23,AT&T,n260,40,38.6,17,0,394.43,5,TRUE,High,57.3,FALSE
Mumbai,-63.8,464.03,125.66,2,1.23,5G NSA,Pixel 7,Airtel,n78,60,22.2,35,2,247.5,4,FALSE,High,68.4,FALSE
Chennai,-73.5,750.61,129.09,5.7,0.77,5G NSA,Galaxy S23,BSNL,n78,35,35.9,26,2,124.03,3,TRUE,High,54.6,FALSE
New York,-68.9,564.97,54.65,9.2,4.27,4G,Pixel 7,AT&T,n41,65,29.8,18,3,38.8,4,FALSE,High,47.2,FALSE
New York,-74.9,458.75,45.39,14.8,4.09,5G SA,Pixel 7,T-Mobile,n41,22,42.3,44,0,489.26,5,TRUE,High,22.4,FALSE
Delhi,-78.3,481.67,94.94,19.8,0.16,5G NSA,Nord 4,Vi,n258,98,40.7,25,2,233.67,4,FALSE,Medium,25.9,FALSE
Delhi,-74,547.5,92.37,14.7,3.39,4G,Pixel 7,Airtel,n28,33,29.2,35,1,443.18,4,TRUE,High,95.6,TRUE
Tokyo,-83.4,110.56,93.58,19.6,4.27,5G NSA,GT 7,Verizon,n78,88,34.3,8,2,242.92,5,TRUE,High,45.3,FALSE
San Francisco,-89.5,530.22,41.57,17.4,3.01,5G NSA,Galaxy S23,Verizon,n78,28,41.5,26,0,408.44,2,TRUE,High,90.1,FALSE
Berlin,-60.4,546.73,129.02,13.6,0.41,4G,iPhone 14,AT&T,n260,25,32.6,7,2,296.65,2,TRUE,Low,82,FALSE
Kolkata,-60.4,153.19,85.3,16.9,4.01,4G,Galaxy S23,BSNL,n258,68,29.3,13,3,156.28,4,FALSE,Medium,63.8,TRUE
Mumbai,-82.7,295.07,56.84,13.1,4.66,4G,Pixel 7,Airtel,n78,78,39.6,27,2,118.4,4,TRUE,Medium,82.6,TRUE
Mumbai,-104.7,950.63,80.79,15.8,0.42,5G NSA,Galaxy S23,Vi,n258,18,21.6,41,3,314.86,4,TRUE,Low,44.9,TRUE
Chennai,-101.1,374.87,146.99,17,4.32,5G NSA,GT 7,Airtel,n258,24,35.3,5,4,172.74,5,TRUE,High,68.2,TRUE
Berlin,-60.6,329.49,146.08,11.7,0.42,4G,iPhone 14,Verizon,n260,79,37.6,36,4,14.53,3,FALSE,Low,17.8,FALSE
Delhi,-96,857.84,132.31,1.1,4,5G SA,Pixel 7,Airtel,n28,92,30.3,33,1,462.7,1,TRUE,High,61.1,TRUE
San Francisco,-66.8,855.25,54.96,11.5,0.42,5G NSA,Galaxy S23,Verizon,n78,94,31,46,3,288.75,2,TRUE,Low,85.3,TRUE
Tokyo,-97.8,564.58,45.53,6.2,4.89,5G NSA,GT 7,T-Mobile,n41,71,33.7,33,2,353.52,2,TRUE,Medium,85.2,FALSE
Delhi,-66,646.47,22.63,9.1,0.76,4G,GT 7,BSNL,n28,57,41,58,3,29.94,5,TRUE,Medium,76.7,FALSE
Delhi,-68.1,781.42,117.93,15,0.42,5G NSA,iPhone 14,BSNL,n78,90,24.5,20,2,282.31,2,TRUE,Low,97,FALSE
New York,-95,533.47,55.44,18.7,4.62,4G,Galaxy S23,Verizon,n41,79,35.3,52,3,306.77,3,FALSE,Medium,52.3,TRUE
Chennai,-109.9,519.91,40.15,9.7,4.11,5G NSA,Galaxy S23,Jio,n78,22,43.1,16,0,392.47,3,FALSE,High,55.7,TRUE
Delhi,-103.9,871.94,149.58,19.5,0.42,4G,Nord 4,BSNL,n258,41,44.6,27,4,237.12,2,TRUE,Low,96.2,TRUE
Kolkata,-84.2,191.58,81.71,5.2,4.34,4G,iPhone 14,BSNL,n78,82,37.7,52,4,490.38,2,FALSE,High,24.6,FALSE
Tokyo,-62.5,407.1,121.44,5.9,2.63,4G,iPhone 14,Verizon,n260,94,37.3,49,4,228.18,1,FALSE,Medium,56.5,TRUE
Tokyo,-80.4,237.93,47.41,3.2,2.2,5G SA,GT 7,Verizon,n260,46,26.7,58,3,259.06,4,TRUE,Medium,15.3,TRUE
Berlin,-77.2,701.76,87.91,8.7,4.48,4G,Pixel 7,Verizon,n260,25,38.5,27,0,336.9,4,TRUE,Medium,57.3,TRUE
Delhi,-89.6,405.82,134.33,17.3,0.42,4G,Pixel 7,BSNL,n258,33,44.7,13,0,288.98,2,FALSE,Low,93.2,FALSE
Berlin,-77.5,636.84,86.21,7.6,0.42,4G,Pixel 7,AT&T,n260,34,33.2,46,0,397.79,4,FALSE,Low,70.6,FALSE
San Francisco,-96.8,730.02,71.93,17.3,2.12,5G NSA,GT 7,Verizon,n78,65,40.6,29,1,409.69,5,FALSE,High,18.8,FALSE
Berlin,-101.2,810.57,75.35,5.2,3.51,5G NSA,GT 7,AT&T,n78,41,27.8,56,4,49.23,2,FALSE,Medium,63.4,FALSE
Delhi,-94.8,789.07,123.42,8.8,0.42,5G SA,GT 7,Jio,n78,56,20.9,46,1,384.27,1,FALSE,Low,96.2,TRUE
Kolkata,-93.6,406.17,106.19,4.3,4.42,4G,iPhone 14,Airtel,n78,49,26.6,31,3,288.07,3,FALSE,High,95.2,FALSE
Mumbai,-64.8,225.32,145.35,6.1,0.42,5G NSA,GT 7,BSNL,n28,36,29.2,17,2,226.21,5,TRUE,,69.1,TRUE
Chennai,-72.5,763.09,34.84,17.4,1.6,4G,Nord 4,BSNL,n258,65,22.9,40,0,46.22,5,FALSE,High,19.5,FALSE
Chennai,-85.2,471.02,89.01,19.8,0.42,4G,GT 7,Jio,n28,47,42.5,54,0,349.55,1,TRUE,Low,82,FALSE
Berlin,-103.5,743.14,21.19,1.9,0.56,5G NSA,GT 7,Verizon,n260,75,26.7,27,4,296.62,1,FALSE,Medium,33.3,TRUE
Mumbai,-97.7,547.56,37.99,3.5,0.3,5G NSA,Nord 4,Vi,n258,82,21.7,59,2,255.36,4,TRUE,,48.8,FALSE
New York,-68.2,927.85,29.51,18.9,4.98,4G,iPhone 14,T-Mobile,n78,81,41.5,47,4,253.61,4,TRUE,Medium,83.6,TRUE
Tokyo,-75.6,468.67,35.21,17.5,3.3,4G,Nord 4,AT&T,n260,30,29.2,48,0,317.82,1,TRUE,Medium,82.8,FALSE
Chennai,-64.6,866.8,68.96,13.1,3.32,5G SA,Galaxy S23,Airtel,n78,10,29.2,23,0,30.77,5,TRUE,,55.1,FALSE
San Francisco,-94.4,271.33,90.79,2.2,1.39,5G NSA,Pixel 7,T-Mobile,n78,94,22.1,44,2,26.39,2,FALSE,Medium,20.3,TRUE
San Francisco,-86.7,468.94,114.27,6.4,3.62,4G,iPhone 14,AT&T,n260,23,40.4,31,0,209.91,1,TRUE,,89.6,FALSE
Berlin,-90.7,729.31,41.37,3,0.42,5G SA,Galaxy S23,T-Mobile,n78,58,31.5,17,2,212.38,5,TRUE,Low,63.2,FALSE
Berlin,-100.1,707.91,133.34,3.5,1.34,5G SA,Galaxy S23,Verizon,n78,56,38.9,32,4,456.87,1,TRUE,Medium,69.4,TRUE
Delhi,-77.2,757.45,26.44,12.4,0.43,5G SA,Galaxy S23,BSNL,n258,45,33.5,17,4,199.83,4,FALSE,Low,55.8,TRUE
Tokyo,-82.7,155.55,91.1,11.5,3.17,5G NSA,iPhone 14,T-Mobile,n78,47,34,31,4,434.99,3,FALSE,High,40.6,FALSE
Kolkata,-94.3,675.21,147.2,2.4,0.43,5G SA,Nord 4,Jio,n258,27,44.8,16,1,262,4,TRUE,Low,17.7,TRUE
Tokyo,-105.6,682.32,118.72,5.5,0.43,5G NSA,Nord 4,Verizon,n260,10,26.4,57,2,499.16,2,TRUE,Low,64.1,TRUE
Mumbai,-84.6,304.35,138.87,6.2,0.43,5G NSA,GT 7,Airtel,n258,31,23.7,37,3,210.42,5,TRUE,Low,63.4,FALSE
New York,-61.4,980.19,117.65,2.2,3.45,5G NSA,Pixel 7,Verizon,n260,61,26.8,13,2,447.01,4,TRUE,High,95.1,TRUE
Tokyo,-91.3,828.95,34.8,13.1,0.43,5G SA,Galaxy S23,T-Mobile,n78,19,35.4,5,2,452.29,3,FALSE,Low,71.8,FALSE
Mumbai,-91.5,912.46,102.66,8.7,4.83,4G,Galaxy S23,Vi,n78,24,26.8,34,3,459.16,5,TRUE,Medium,34.7,TRUE
Tokyo,-65.3,262.52,129.32,16.7,0.15,4G,iPhone 14,AT&T,n260,79,23.6,38,2,365.27,4,TRUE,Medium,29,TRUE
Mumbai,-69.2,110.56,144.1,13.7,2.65,5G SA,Pixel 7,Vi,n28,66,32.4,58,2,460.73,5,FALSE,High,29,FALSE
Mumbai,-109.1,745,120.32,11.2,0.43,5G NSA,Pixel 7,BSNL,n258,93,27.4,39,3,466.34,3,FALSE,Low,90.1,TRUE
Mumbai,-98.2,780.71,115.93,2.7,0.43,5G NSA,Pixel 7,BSNL,n258,31,31.2,24,0,336.93,4,FALSE,Low,77,TRUE
Chennai,-67.8,733.91,40.04,19.3,1.6,5G NSA,Nord 4,Jio,n28,73,41.4,56,4,411.39,3,FALSE,High,71.7,FALSE
Tokyo,-97.1,979.02,91.42,7.7,1.39,5G NSA,iPhone 14,T-Mobile,n260,22,24.5,27,1,37.36,4,FALSE,Medium,68.5,TRUE
New York,-66.3,475.76,116.49,3.4,4.87,5G SA,Nord 4,AT&T,n41,10,29,8,4,270.49,2,TRUE,High,73.6,TRUE
Kolkata,-91.9,552.85,51.64,10,1.48,5G NSA,Galaxy S23,Airtel,n78,43,42.6,58,3,192.07,5,FALSE,Medium,39.4,TRUE
Mumbai,-72.8,127.38,134.46,11.1,4.44,4G,GT 7,Jio,n258,72,36.6,46,2,57.5,3,FALSE,High,33.9,TRUE
Berlin,-97.9,893.55,33.61,19.8,4.57,4G,GT 7,T-Mobile,n41,41,25.1,3,0,358.08,5,FALSE,Medium,74.2,FALSE
New York,-85.4,511.17,117.69,11.8,0.43,4G,GT 7,AT&T,n78,31,22,53,0,270.54,1,TRUE,Low,50.4,TRUE
Chennai,-81.7,611.1,30.76,10.7,0.43,5G NSA,Galaxy S23,Jio,n28,95,42.8,59,3,429.47,4,FALSE,Low,92,TRUE
Berlin,-82,848.42,31.72,9.7,0.48,5G SA,Nord 4,Verizon,n41,16,28.9,43,1,260.96,5,TRUE,Medium,64.3,TRUE
Kolkata,-104.4,203.39,23.61,1.1,0.44,5G SA,Galaxy S23,Airtel,n28,30,23.2,37,3,117.75,2,FALSE,Low,83.3,FALSE
Tokyo,-74.7,851.57,145.88,12.2,2.71,4G,iPhone 14,Verizon,n78,86,36.3,33,0,304.18,2,TRUE,Medium,35.8,FALSE
San Francisco,-66.6,263.6,28.33,10.6,0.44,4G,Pixel 7,Verizon,n260,87,27.9,11,2,144.07,3,TRUE,Low,32.2,FALSE
Delhi,-70.4,933.1,33.05,1.6,3.81,5G NSA,Nord 4,Airtel,n28,51,29.4,20,4,181.87,2,FALSE,Medium,46,TRUE
Chennai,-100.1,121.68,132.3,2.9,3.01,4G,iPhone 14,Jio,n78,35,42.1,14,0,444.79,3,TRUE,Medium,47.4,TRUE
San Francisco,-98.5,342.8,51.69,11.4,4.3,4G,GT 7,Verizon,n260,31,23.1,34,2,36.22,4,TRUE,High,41.6,FALSE
New York,-102.7,129.66,20.12,13.5,1.4,4G,iPhone 14,Verizon,n41,17,20.8,56,1,110.57,5,FALSE,Medium,70.2,FALSE
Tokyo,-94.6,399.78,105.36,19.2,1.17,5G SA,Pixel 7,AT&T,n78,54,33.3,42,2,469.49,5,TRUE,High,43.5,TRUE
Delhi,-75.1,285.41,57.84,14.8,0.44,5G NSA,GT 7,Vi,n78,53,26.6,14,4,255.81,4,FALSE,Low,53.2,FALSE
Mumbai,-73.4,457.81,37.85,18.1,0.44,4G,iPhone 14,Jio,n28,30,29.1,27,2,177.97,3,FALSE,Low,11.5,TRUE
Chennai,-107.2,350.38,79.09,17.9,0.67,4G,Galaxy S23,Vi,n78,48,35.1,27,3,49.75,4,FALSE,High,21.1,TRUE
Kolkata,-80,801.61,130.23,14.8,1.73,5G NSA,Nord 4,BSNL,n78,40,40.1,54,3,181.92,2,FALSE,Medium,73.1,TRUE
Delhi,-70.7,310.59,72.16,9.4,2.72,5G SA,GT 7,Airtel,n28,18,38.2,5,4,126.93,2,FALSE,Medium,86.2,TRUE
Mumbai,-91.5,761.88,85.48,14.8,0.38,5G SA,Pixel 7,BSNL,n78,63,20.4,55,3,254.09,1,FALSE,Medium,13.8,FALSE
Mumbai,-73,474.48,33.57,13.3,0.44,5G NSA,Galaxy S23,Airtel,n78,41,21.7,17,4,367.01,1,TRUE,Low,80.8,FALSE
Berlin,-105.1,810.93,118.24,4.4,4.98,5G SA,Galaxy S23,T-Mobile,n78,20,31.6,16,1,43.41,4,TRUE,High,98.3,FALSE
New York,-72.4,127.83,122.47,14,0.44,4G,iPhone 14,AT&T,n78,57,30.7,48,2,75.62,5,TRUE,Low,98.4,TRUE
